河川名,水系,クラス,開発局,都道府県,河川コード
旧国道沢川,石狩川,一級,北海道開発局,,8101030303
西達布川,石狩川,一級,北海道開発局,,8101030304
老節布川,石狩川,一級,北海道開発局,,8101030305
唐沢川,石狩川,一級,北海道開発局,,8101030306
昭栄沢川,石狩川,一級,北海道開発局,,8101030307
熊の沢川,石狩川,一級,北海道開発局,,8101030308
川松沢川,石狩川,一級,北海道開発局,,8101030309
奥の沢川,石狩川,一級,北海道開発局,,8101030310
ペンケアラヤ川,石狩川,一級,北海道開発局,,8101030311
フジノ沢川,石狩川,一級,北海道開発局,,8101030312
ユクトラシュベツ川,石狩川,一級,北海道開発局,,8101030313
幾寅川,石狩川,一級,北海道開発局,,8101030314
シーソラプチ川,石狩川,一級,北海道開発局,,8101030315
ペイユルシエペ川,石狩川,一級,北海道開発局,,8101030316
徳富川,石狩川,一級,北海道開発局,,8101030317
総富地川,石狩川,一級,北海道開発局,,8101030318
杉原谷川,石狩川,一級,北海道開発局,,8101030319
炭山川,石狩川,一級,北海道開発局,,8101030320
原の沢川,石狩川,一級,北海道開発局,,8101030321
ワッカウエンベツ川,石狩川,一級,北海道開発局,,8101030322
真木沢川,石狩川,一級,北海道開発局,,8101030323
ルークシュベツ川,石狩川,一級,北海道開発局,,8101030324
幌加徳富川,石狩川,一級,北海道開発局,,8101030325
赤羽沢川,石狩川,一級,北海道開発局,,8101030326
銀川,石狩川,一級,北海道開発局,,8101030327
志寸川,石狩川,一級,北海道開発局,,8101030328
ラウネ川,石狩川,一級,北海道開発局,,8101030329
熊穴川,石狩川,一級,北海道開発局,,8101030330
尾白利加川,石狩川,一級,北海道開発局,,8101030331
福井谷川,石狩川,一級,北海道開発局,,8101030332
幌加尾白利加川,石狩川,一級,北海道開発局,,8101030333
雨竜川,石狩川,一級,北海道開発局,,8101030334
大鳳川,石狩川,一級,北海道開発局,,8101030335
弁天川,石狩川,一級,北海道開発局,,8101030336
小藤川,石狩川,一級,北海道開発局,,8101030337
境川,石狩川,一級,北海道開発局,,8101030338
秩父別桜川,石狩川,一級,北海道開発局,,8101030339
堺川,石狩川,一級,北海道開発局,,8101030340
恵岱別川,石狩川,一級,北海道開発局,,8101030341
小豆川,石狩川,一級,北海道開発局,,8101030342
御料川,石狩川,一級,北海道開発局,,8101030343
シュリ川,石狩川,一級,北海道開発局,,8101030506
石油沢川,石狩川,一級,北海道開発局,,8101030507
美葉牛川,石狩川,一級,北海道開発局,,8101030344
一の沢川,石狩川,一級,北海道開発局,,8101030345
三の沢川,石狩川,一級,北海道開発局,,8101030346
四の沢川,石狩川,一級,北海道開発局,,8101030347
五の沢川,石狩川,一級,北海道開発局,,8101030348
幌新太刀別川,石狩川,一級,北海道開発局,,8101030349
高島川,石狩川,一級,北海道開発局,,8101030350
梅の沢川,石狩川,一級,北海道開発局,,8101030351
桜の沢川,石狩川,一級,北海道開発局,,8101030352
真布川,石狩川,一級,北海道開発局,,8101030353
藤の沢川,石狩川,一級,北海道開発局,,8101030354
恵比寿川,石狩川,一級,北海道開発局,,8101030355
支線沢川,石狩川,一級,北海道開発局,,8101030356
秩父別川,石狩川,一級,北海道開発局,,8101030357
沼田奔川,石狩川,一級,北海道開発局,,8101030358
石田川,石狩川,一級,北海道開発局,,8101030359
ポンポンニタシベツ川,石狩川,一級,北海道開発局,,8101030360
大枝沢川,石狩川,一級,北海道開発局,,8101030361
白木沢川,石狩川,一級,北海道開発局,,8101030362
多度志川,石狩川,一級,北海道開発局,,8101030363
クッカリシナイ川,石狩川,一級,北海道開発局,,8101030364
幌内川,石狩川,一級,北海道開発局,,8101030365
長留内川,石狩川,一級,北海道開発局,,8101030366
幌加内川,石狩川,一級,北海道開発局,,8101030367
沼牛川,石狩川,一級,北海道開発局,,8101030368
雨煙内川,石狩川,一級,北海道開発局,,8101030369
二線川,石狩川,一級,北海道開発局,,8101030508
浅瀬川,石狩川,一級,北海道開発局,,8101030370
五線川,石狩川,一級,北海道開発局,,8101030371
十三線川,石狩川,一級,北海道開発局,,8101030372
朱鞠内川,石狩川,一級,北海道開発局,,8101030373
ウツナイ川,石狩川,一級,北海道開発局,,8101030374
陰の沢川,石狩川,一級,北海道開発局,,8101030375
幌加内一の沢川,石狩川,一級,北海道開発局,,8101030376
幌加内二の沢川,石狩川,一級,北海道開発局,,8101030377
幌加内三の沢川,石狩川,一級,北海道開発局,,8101030378
赤石川,石狩川,一級,北海道開発局,,8101030379
プトカマベツ川,石狩川,一級,北海道開発局,,8101030380
江部乙川,石狩川,一級,北海道開発局,,8101030381
須麻馬内川,石狩川,一級,北海道開発局,,8101030382
稲田川,石狩川,一級,北海道開発局,,8101030383
音江川,石狩川,一級,北海道開発局,,8101030384
待合川,石狩川,一級,北海道開発局,,8101030385
新橋川,石狩川,一級,北海道開発局,,8101030509
新音江川,石狩川,一級,北海道開発局,,8101030386
イチヤン川,石狩川,一級,北海道開発局,,8101030387
入志別川,石狩川,一級,北海道開発局,,8101030388
堺川放水路,石狩川,一級,北海道開発局,,8101030510
納内幌内川,石狩川,一級,北海道開発局,,8101030389
内大部川,石狩川,一級,北海道開発局,,8101030390
オロエン川,石狩川,一級,北海道開発局,,8101030391
伊野川,石狩川,一級,北海道開発局,,8101030392
江丹別川,石狩川,一級,北海道開発局,,8101030393
秋葉の沢川,石狩川,一級,北海道開発局,,8101030394
西里川,石狩川,一級,北海道開発局,,8101030395
拓北川,石狩川,一級,北海道開発局,,8101030396
神居川,石狩川,一級,北海道開発局,,8101030397
オサラッペ川,石狩川,一級,北海道開発局,,8101030398
六号川,石狩川,一級,北海道開発局,,8101030399
七号川,石狩川,一級,北海道開発局,,8101030400
八号川,石狩川,一級,北海道開発局,,8101030401
ヨンカシュッペ川,石狩川,一級,北海道開発局,,8101030402
ハイシュベツ川,石狩川,一級,北海道開発局,,8101030403
キムクシュハイシュベツ川,石狩川,一級,北海道開発局,,8101030404
シュマン川,石狩川,一級,北海道開発局,,8101030405
イブンベウシ川,石狩川,一級,北海道開発局,,8101030406
ウッペツ川,石狩川,一級,北海道開発局,,8101030407
オホーツナイ川,石狩川,一級,北海道開発局,,8101030408
忠別川,石狩川,一級,北海道開発局,,8101030409
美瑛川,石狩川,一級,北海道開発局,,8101030410
南校川,石狩川,一級,北海道開発局,,8101030411
五号川,石狩川,一級,北海道開発局,,8101030412
雨紛川,石狩川,一級,北海道開発局,,8101030413
西八号川,石狩川,一級,北海道開発局,,8101030414
十五号川,石狩川,一級,北海道開発局,,8101030415
辺別川,石狩川,一級,北海道開発局,,8101030416
千代ヶ岡川,石狩川,一級,北海道開発局,,8101030417
宇莫別川,石狩川,一級,北海道開発局,,8101030418
沼崎川,石狩川,一級,北海道開発局,,8101030419
オイチャヌンペ川,石狩川,一級,北海道開発局,,8101030420
留辺蘂川,石狩川,一級,北海道開発局,,8101030421
二股川,石狩川,一級,北海道開発局,,8101030422
カジ行の沢川,石狩川,一級,北海道開発局,,8101030423
北沢川,石狩川,一級,北海道開発局,,8101030424
美瑛美馬牛川,石狩川,一級,北海道開発局,,8101030425
置杵牛川,石狩川,一級,北海道開発局,,8101030426
ニタチパウマナイ川,石狩川,一級,北海道開発局,,8101030427
サイトウ川,石狩川,一級,北海道開発局,,8101030428
ミヤキタ川,石狩川,一級,北海道開発局,,8101030429
水沢川,石狩川,一級,北海道開発局,,8101030430
美瑛紅葉川,石狩川,一級,北海道開発局,,8101030431
九線川,石狩川,一級,北海道開発局,,8101030432
川向川,石狩川,一級,北海道開発局,,8101030433
オヤウンナイ川,石狩川,一級,北海道開発局,,8101030434
アイヌ川,石狩川,一級,北海道開発局,,8101030435
東光川,石狩川,一級,北海道開発局,,8101030511
ポン川,石狩川,一級,北海道開発局,,8101030436
八千代川,石狩川,一級,北海道開発局,,8101030437
稲荷川,石狩川,一級,北海道開発局,,8101030438
志比内川,石狩川,一級,北海道開発局,,8101030439
栄川,石狩川,一級,北海道開発局,,8101030440
近文オホーツナイ川,石狩川,一級,北海道開発局,,8101030441
牛朱別川,石狩川,一級,北海道開発局,,8101030442
基北川,石狩川,一級,北海道開発局,,8101030443
小股川,石狩川,一級,北海道開発局,,8101030512
永山二号川,石狩川,一級,北海道開発局,,8101030444
ポンウシベツ川,石狩川,一級,北海道開発局,,8101030445
永山３号川,石狩川,一級,北海道開発局,,8101030513
難波田川,石狩川,一級,北海道開発局,,8101030446
愛宕新川,石狩川,一級,北海道開発局,,8101030517
難波田川分水路,石狩川,一級,北海道開発局,,8101030518
ポンウシベツ川分水路,石狩川,一級,北海道開発局,,8101030519
小股川分水路,石狩川,一級,北海道開発局,,8101030520
ペーパン川,石狩川,一級,北海道開発局,,8101030447
倉沼川,石狩川,一級,北海道開発局,,8101030448
サルン倉沼川,石狩川,一級,北海道開発局,,8101030449
ポン倉沼川,石狩川,一級,北海道開発局,,8101030450
ペーパン第二支川,石狩川,一級,北海道開発局,,8101030451
ペーパン第三支川,石狩川,一級,北海道開発局,,8101030452
神水川,石狩川,一級,北海道開発局,,8101030453
近文内川,石狩川,一級,北海道開発局,,8101030454
桜川,石狩川,一級,北海道開発局,,8101030455
当麻川,石狩川,一級,北海道開発局,,8101030456
ミヤシタ川,石狩川,一級,北海道開発局,,8101030457
ポン牛朱別川,石狩川,一級,北海道開発局,,8101030458
清水川,石狩川,一級,北海道開発局,,8101030459
石渡川,石狩川,一級,北海道開発局,,8101030460
当麻熊の沢川,石狩川,一級,北海道開発局,,8101030461
永山新川,石狩川,一級,北海道開発局,,8101030514
比布川,石狩川,一級,北海道開発局,,8101030462
比布ウッペツ川,石狩川,一級,北海道開発局,,8101030463
北五線川,石狩川,一級,北海道開発局,,8101030515
蘭留川,石狩川,一級,北海道開発局,,8101030464
愛別川,石狩川,一級,北海道開発局,,8101030465
パンケ川,石狩川,一級,北海道開発局,,8101030466
狩布川,石狩川,一級,北海道開発局,,8101030467
パンケメムナイ川,石狩川,一級,北海道開発局,,8101030468
エチヤナンケップ川,石狩川,一級,北海道開発局,,8101030469
安足間川,石狩川,一級,北海道開発局,,8101030470
パンケフエマナイ川,石狩川,一級,北海道開発局,,8101030471
留辺志部川,石狩川,一級,北海道開発局,,8101030472
古川,石狩川,一級,北海道開発局,,8101030473
白川,石狩川,一級,北海道開発局,,8101030474
白水川,石狩川,一級,北海道開発局,,8101030516
ペンケチャロマップ川,石狩川,一級,北海道開発局,,8101030475
ニュウチャロマップ川,石狩川,一級,北海道開発局,,8101030476
ホロカイシカリ川,石狩川,一級,北海道開発局,,8101030477
シンパクノ川,石狩川,一級,北海道開発局,,8101030478
ルベシナイ川,石狩川,一級,北海道開発局,,8101030479
由仁石狩川,石狩川,一級,北海道開発局,,8101030480
迷川,石狩川,一級,北海道開発局,,8101030481
尻別川,尻別川,一級,北海道開発局,,8101040001
志根津川,尻別川,一級,北海道開発局,,8101040002
オサンナイ川,尻別川,一級,北海道開発局,,8101040003
パンケ目国内川,尻別川,一級,北海道開発局,,8101040004
ペンケ目国内川,尻別川,一級,北海道開発局,,8101040005
目名川,尻別川,一級,北海道開発局,,8101040006
