河川名,水系,クラス,開発局,都道府県,河川コード
天塩川,天塩川,一級,北海道開発局,,8101010001
ロクシナイ川,天塩川,一級,北海道開発局,,8101010002
トーウツナイ川,天塩川,一級,北海道開発局,,8101010003
サロベツ川,天塩川,一級,北海道開発局,,8101010004
オンネベツ川,天塩川,一級,北海道開発局,,8101010005
東オンネベツ川,天塩川,一級,北海道開発局,,8101010006
パンケオンネベツ川,天塩川,一級,北海道開発局,,8101010007
下エベコロベツ川,天塩川,一級,北海道開発局,,8101010008
福永川,天塩川,一級,北海道開発局,,8101010009
ペンケエベコロベツ川,天塩川,一級,北海道開発局,,8101010010
豊幌川,天塩川,一級,北海道開発局,,8101010011
清明川,天塩川,一級,北海道開発局,,8101010012
目梨別九線川,天塩川,一級,北海道開発局,,8101010013
原子の沢川,天塩川,一級,北海道開発局,,8101010014
中央ウブシ川,天塩川,一級,北海道開発局,,8101010015
北ウブシ川,天塩川,一級,北海道開発局,,8101010016
パンケウブシ川,天塩川,一級,北海道開発局,,8101010017
ペンケウブシ川,天塩川,一級,北海道開発局,,8101010018
宮園川,天塩川,一級,北海道開発局,,8101010019
パンケオポッペ川,天塩川,一級,北海道開発局,,8101010020
ペンケオポッペ川,天塩川,一級,北海道開発局,,8101010021
ペンケオートマップ川,天塩川,一級,北海道開発局,,8101010022
パンケオートマップ川,天塩川,一級,北海道開発局,,8101010023
円山ウブシ川,天塩川,一級,北海道開発局,,8101010024
東六線川,天塩川,一級,北海道開発局,,8101010025
円山赤川,天塩川,一級,北海道開発局,,8101010026
雄信内川,天塩川,一級,北海道開発局,,8101010027
七線沢川,天塩川,一級,北海道開発局,,8101010028
二十三号川,天塩川,一級,北海道開発局,,8101010029
三十号川,天塩川,一級,北海道開発局,,8101010030
南雄信内川,天塩川,一級,北海道開発局,,8101010031
問寒別川,天塩川,一級,北海道開発局,,8101010032
ヌカナン川,天塩川,一級,北海道開発局,,8101010033
ヌプカナイ川,天塩川,一級,北海道開発局,,8101010034
ヌポロマポロ川,天塩川,一級,北海道開発局,,8101010035
和田ノ沢川,天塩川,一級,北海道開発局,,8101010036
問寒二号川,天塩川,一級,北海道開発局,,8101010037
一線川,天塩川,一級,北海道開発局,,8101010038
ケナシポロ川,天塩川,一級,北海道開発局,,8101010039
パンケルペシュペ川,天塩川,一級,北海道開発局,,8101010040
ペンケルペシュぺ川,天塩川,一級,北海道開発局,,8101010041
十四線川,天塩川,一級,北海道開発局,,8101010042
十六線川,天塩川,一級,北海道開発局,,8101010043
アイカップ川,天塩川,一級,北海道開発局,,8101010044
コクネップ川,天塩川,一級,北海道開発局,,8101010045
宇戸内川,天塩川,一級,北海道開発局,,8101010046
パンケナイ川,天塩川,一級,北海道開発局,,8101010047
ペンケナイ川,天塩川,一級,北海道開発局,,8101010048
銅蘭川,天塩川,一級,北海道開発局,,8101010049
トヨマナイ川,天塩川,一級,北海道開発局,,8101010050
琴平川,天塩川,一級,北海道開発局,,8101010051
ニオ川,天塩川,一級,北海道開発局,,8101010052
サツコタン川,天塩川,一級,北海道開発局,,8101010053
ペンケシップ川,天塩川,一級,北海道開発局,,8101010054
安平志内川,天塩川,一級,北海道開発局,,8101010055
ルベシベ川,天塩川,一級,北海道開発局,,8101010056
知良志内川,天塩川,一級,北海道開発局,,8101010057
頓別坊川,天塩川,一級,北海道開発局,,8101010058
鬼刺辺川,天塩川,一級,北海道開発局,,8101010059
物満内川,天塩川,一級,北海道開発局,,8101010060
音威子府川,天塩川,一級,北海道開発局,,8101010061
天北川,天塩川,一級,北海道開発局,,8101010062
パンケサックル川,天塩川,一級,北海道開発局,,8101010063
ペンケサックル川,天塩川,一級,北海道開発局,,8101010064
ペペケナイ川,天塩川,一級,北海道開発局,,8101010065
シマロップ川,天塩川,一級,北海道開発局,,8101010066
オグルマナイ川,天塩川,一級,北海道開発局,,8101010067
オテレコッペ川,天塩川,一級,北海道開発局,,8101010068
美深パンケ川,天塩川,一級,北海道開発局,,8101010069
ウルベシ川,天塩川,一級,北海道開発局,,8101010070
雄木禽川,天塩川,一級,北海道開発局,,8101010071
十二線川,天塩川,一級,北海道開発局,,8101010072
美深川,天塩川,一級,北海道開発局,,8101010073
美深六線川,天塩川,一級,北海道開発局,,8101010074
川西六線川,天塩川,一級,北海道開発局,,8101010075
美深五線川,天塩川,一級,北海道開発局,,8101010076
イオナイ川,天塩川,一級,北海道開発局,,8101010077
ペンケニウプ川,天塩川,一級,北海道開発局,,8101010078
新美深川,天塩川,一級,北海道開発局,,8101010161
ペンケ十号川,天塩川,一級,北海道開発局,,8101010079
智恵文川,天塩川,一級,北海道開発局,,8101010080
西村川,天塩川,一級,北海道開発局,,8101010081
智南川,天塩川,一級,北海道開発局,,8101010082
吉野川,天塩川,一級,北海道開発局,,8101010083
ピヤシリ川,天塩川,一級,北海道開発局,,8101010084
名寄川,天塩川,一級,北海道開発局,,8101010085
十線川,天塩川,一級,北海道開発局,,8101010086
矢文川,天塩川,一級,北海道開発局,,8101010087
下川パンケ川,天塩川,一級,北海道開発局,,8101010088
桑の沢川,天塩川,一級,北海道開発局,,8101010089
サンル川,天塩川,一級,北海道開発局,,8101010090
一ノ沢川,天塩川,一級,北海道開発局,,8101010091
サンル十二線川,天塩川,一級,北海道開発局,,8101010092
幌内越沢川,天塩川,一級,北海道開発局,,8101010093
下川ペンケ川,天塩川,一級,北海道開発局,,8101010094
三十二線川,天塩川,一級,北海道開発局,,8101010095
ウシネビラ川,天塩川,一級,北海道開発局,,8101010096
モサンル川,天塩川,一級,北海道開発局,,8101010097
シカリベツ川,天塩川,一級,北海道開発局,,8101010098
豊栄川,天塩川,一級,北海道開発局,,8101010099
旧豊栄川,天塩川,一級,北海道開発局,,8101010100
有利里川,天塩川,一級,北海道開発局,,8101010101
風連別川,天塩川,一級,北海道開発局,,8101010102
忠烈布川,天塩川,一級,北海道開発局,,8101010103
長根川,天塩川,一級,北海道開発局,,8101010104
東生川,天塩川,一級,北海道開発局,,8101010105
タヨロマ川,天塩川,一級,北海道開発局,,8101010106
クラヌマ川,天塩川,一級,北海道開発局,,8101010107
新タヨロマ川,天塩川,一級,北海道開発局,,8101010108
オーツナイ川,天塩川,一級,北海道開発局,,8101010109
初茶志内川,天塩川,一級,北海道開発局,,8101010110
クマウシュナイ川,天塩川,一級,北海道開発局,,8101010111
トーフトナイ川,天塩川,一級,北海道開発局,,8101010112
ポントーフトナイ川,天塩川,一級,北海道開発局,,8101010113
剣淵川,天塩川,一級,北海道開発局,,8101010114
チューブス川,天塩川,一級,北海道開発局,,8101010115
犬牛別川,天塩川,一級,北海道開発局,,8101010116
イパノマップ川,天塩川,一級,北海道開発局,,8101010117
ポンイパノマップ川,天塩川,一級,北海道開発局,,8101010118
ニセイパロマナイ川,天塩川,一級,北海道開発局,,8101010119
温根別川,天塩川,一級,北海道開発局,,8101010120
オロウエンベツ川,天塩川,一級,北海道開発局,,8101010121
シュルクタウシベツ川,天塩川,一級,北海道開発局,,8101010122
小沢川,天塩川,一級,北海道開発局,,8101010123
仲線川,天塩川,一級,北海道開発局,,8101010124
アベノサワ川,天塩川,一級,北海道開発局,,8101010125
九線川,天塩川,一級,北海道開発局,,8101010126
五線川,天塩川,一級,北海道開発局,,8101010127
六線川,天塩川,一級,北海道開発局,,8101010128
八線川,天塩川,一級,北海道開発局,,8101010129
上九線川,天塩川,一級,北海道開発局,,8101010130
音無川,天塩川,一級,北海道開発局,,8101010131
刈分川,天塩川,一級,北海道開発局,,8101010132
パンケペオッペ川,天塩川,一級,北海道開発局,,8101010133
ペンケペオッペ川,天塩川,一級,北海道開発局,,8101010134
小沢川,天塩川,一級,北海道開発局,,8101010163
六線川,天塩川,一級,北海道開発局,,8101010135
辺乙部川,天塩川,一級,北海道開発局,,8101010136
シブンナイ川,天塩川,一級,北海道開発局,,8101010137
タツネウシペオッペ川,天塩川,一級,北海道開発局,,8101010138
西和川,天塩川,一級,北海道開発局,,8101010139
ワッカウエンナイ川,天塩川,一級,北海道開発局,,8101010162
マタルクシュケネブチ川,天塩川,一級,北海道開発局,,8101010140
ワッカウエンナイ川,天塩川,一級,北海道開発局,,8101010141
川西五線川,天塩川,一級,北海道開発局,,8101010142
中士別十線川,天塩川,一級,北海道開発局,,8101010143
金川,天塩川,一級,北海道開発局,,8101010144
パンケヌカナンプ川,天塩川,一級,北海道開発局,,8101010145
銀川,天塩川,一級,北海道開発局,,8101010146
西内大部川,天塩川,一級,北海道開発局,,8101010147
東内大部川,天塩川,一級,北海道開発局,,8101010148
士別パンケ川,天塩川,一級,北海道開発局,,8101010149
ヌプリシロマナイ川,天塩川,一級,北海道開発局,,8101010150
ペンケヌカナンプ川,天塩川,一級,北海道開発局,,8101010156
右の沢川,天塩川,一級,北海道開発局,,8101010157
二股川,天塩川,一級,北海道開発局,,8101010158
朝日六線川,天塩川,一級,北海道開発局,,8101010155
登和里川,天塩川,一級,北海道開発局,,8101010154
岩尾内川,天塩川,一級,北海道開発局,,8101010153
サックル川,天塩川,一級,北海道開発局,,8101010152
似峡川,天塩川,一級,北海道開発局,,8101010151
於鬼頭川,天塩川,一級,北海道開発局,,8101010159
四線川,天塩川,一級,北海道開発局,,8101010160
留萌川,留萌川,一級,北海道開発局,,8101020001
マサリベツ川,留萌川,一級,北海道開発局,,8101020002
高砂川,留萌川,一級,北海道開発局,,8101020003
バンゴベ川,留萌川,一級,北海道開発局,,8101020004
十二線川,留萌川,一級,北海道開発局,,8101020005
十五線川,留萌川,一級,北海道開発局,,8101020006
桜庭川,留萌川,一級,北海道開発局,,8101020007
中幌糠川,留萌川,一級,北海道開発局,,8101020008
チバベリ川,留萌川,一級,北海道開発局,,8101020009
チバベリ右川,留萌川,一級,北海道開発局,,8101020010
チバベリ右奥の沢川,留萌川,一級,北海道開発局,,8101020013
チバベリ左川,留萌川,一級,北海道開発局,,8101020011
タルマップ川,留萌川,一級,北海道開発局,,8101020012
石狩川,石狩川,一級,北海道開発局,,8101030001
知津狩川,石狩川,一級,北海道開発局,,8101030002
茨戸川,石狩川,一級,北海道開発局,,8101030003
真勲別川,石狩川,一級,北海道開発局,,8101030004
石狩放水路,石狩川,一級,北海道開発局,,8101030005
篠路川,石狩川,一級,北海道開発局,,8101030006
伏籠川,石狩川,一級,北海道開発局,,8101030007
発寒川,石狩川,一級,北海道開発局,,8101030008
東屯田川,石狩川,一級,北海道開発局,,8101030009
屯田川,石狩川,一級,北海道開発局,,8101030010
安春川,石狩川,一級,北海道開発局,,8101030011
創成川,石狩川,一級,北海道開発局,,8101030012
茨戸耕北川,石狩川,一級,北海道開発局,,8101030013
篠路拓北川,石狩川,一級,北海道開発局,,8101030482
旧伏籠川,石狩川,一級,北海道開発局,,8101030014
学田川,石狩川,一級,北海道開発局,,8101030015
旧琴似川,石狩川,一級,北海道開発局,,8101030016
旧琴似川放水路,石狩川,一級,北海道開発局,,8101030017
丘珠川,石狩川,一級,北海道開発局,,8101030018
篠路新川,石狩川,一級,北海道開発局,,8101030019
モエレ中野川,石狩川,一級,北海道開発局,,8101030483
雁来新川,石狩川,一級,北海道開発局,,8101030020
丘珠藤木川,石狩川,一級,北海道開発局,,8101030484
苗穂川,石狩川,一級,北海道開発局,,8101030485
雁来川,石狩川,一級,北海道開発局,,8101030486
丘珠５号川,石狩川,一級,北海道開発局,,8101030021
拓北川,石狩川,一級,北海道開発局,,8101030022
基線川,石狩川,一級,北海道開発局,,8101030023
当別川,石狩川,一級,北海道開発局,,8101030024
材木川,石狩川,一級,北海道開発局,,8101030025
パンケチュウベシナイ川,石狩川,一級,北海道開発局,,8101030026
第一茂平沢川,石狩川,一級,北海道開発局,,8101030027
第三茂平沢川,石狩川,一級,北海道開発局,,8101030028
第二茂平沢川,石狩川,一級,北海道開発局,,8101030029
小松の沢川,石狩川,一級,北海道開発局,,8101030487
和泉の沢川,石狩川,一級,北海道開発局,,8101030488
トップ沢川,石狩川,一級,北海道開発局,,8101030489
支トップ沢川,石狩川,一級,北海道開発局,,8101030490
沼の沢川,石狩川,一級,北海道開発局,,8101030030
支沼ノ沢川,石狩川,一級,北海道開発局,,8101030491
金の沢川,石狩川,一級,北海道開発局,,8101030492
豊平川,石狩川,一級,北海道開発局,,8101030031
厚別川,石狩川,一級,北海道開発局,,8101030032
世田豊平川,石狩川,一級,北海道開発局,,8101030033
麻別川,石狩川,一級,北海道開発局,,8101030034
吉井川,石狩川,一級,北海道開発局,,8101030035
屯田川,石狩川,一級,北海道開発局,,8101030036
元野幌川,石狩川,一級,北海道開発局,,8101030037
野津幌川,石狩川,一級,北海道開発局,,8101030038
小野津幌川,石狩川,一級,北海道開発局,,8101030039
ポロベツ川,石狩川,一級,北海道開発局,,8101030040
熊の沢川,石狩川,一級,北海道開発局,,8101030041
旧豊平川,石狩川,一級,北海道開発局,,8101030042
北白石川,石狩川,一級,北海道開発局,,8101030043
山本川,石狩川,一級,北海道開発局,,8101030044
三里川,石狩川,一級,北海道開発局,,8101030045
二里川,石狩川,一級,北海道開発局,,8101030046
トンネ川,石狩川,一級,北海道開発局,,8101030047
清田川,石狩川,一級,北海道開発局,,8101030048
山部川,石狩川,一級,北海道開発局,,8101030049
月寒川,石狩川,一級,北海道開発局,,8101030050
望月寒川,石狩川,一級,北海道開発局,,8101030051
米里川,石狩川,一級,北海道開発局,,8101030052
旧月寒川,石狩川,一級,北海道開発局,,8101030053
ラウネナイ川,石狩川,一級,北海道開発局,,8101030054
うらうちない川,石狩川,一級,北海道開発局,,8101030055
逆川,石狩川,一級,北海道開発局,,8101030056
精進川,石狩川,一級,北海道開発局,,8101030057
精進川放水路,石狩川,一級,北海道開発局,,8101030058
山鼻川,石狩川,一級,北海道開発局,,8101030059
真駒内川,石狩川,一級,北海道開発局,,8101030060
穴の川,石狩川,一級,北海道開発局,,8101030061
穴の川放水路,石狩川,一級,北海道開発局,,8101030062
オカバルシ川,石狩川,一級,北海道開発局,,8101030063
ポンオカバルシ川,石狩川,一級,北海道開発局,,8101030064
藤野沢川,石狩川,一級,北海道開発局,,8101030065
藤野川,石狩川,一級,北海道開発局,,8101030066
左藤野川,石狩川,一級,北海道開発局,,8101030067
東野々沢川,石狩川,一級,北海道開発局,,8101030068
東御料川,石狩川,一級,北海道開発局,,8101030069
簾舞川,石狩川,一級,北海道開発局,,8101030070
東砥山川,石狩川,一級,北海道開発局,,8101030071
白井川,石狩川,一級,北海道開発局,,8101030072
小樽内川,石狩川,一級,北海道開発局,,8101030073
薄別川,石狩川,一級,北海道開発局,,8101030074
小川,石狩川,一級,北海道開発局,,8101030075
漁入沢川,石狩川,一級,北海道開発局,,8101030076
篠津川,石狩川,一級,北海道開発局,,8101030077
八幡二十五線川,石狩川,一級,北海道開発局,,8101030078
下篠津川,石狩川,一級,北海道開発局,,8101030079
沼川,石狩川,一級,北海道開発局,,8101030080
千歳川,石狩川,一級,北海道開発局,,8101030081
早苗別川,石狩川,一級,北海道開発局,,8101030082
早苗別川放水路,石狩川,一級,北海道開発局,,8101030493
筋違川,石狩川,一級,北海道開発局,,8101030494
東二号川,石狩川,一級,北海道開発局,,8101030083
裏の沢川,石狩川,一級,北海道開発局,,8101030084
旧夕張川,石狩川,一級,北海道開発局,,8101030085
長追川,石狩川,一級,北海道開発局,,8101030086
新長追川,石狩川,一級,北海道開発局,,8101030087
馬追運河,石狩川,一級,北海道開発局,,8101030088
零号川,石狩川,一級,北海道開発局,,8101030089
東四線川,石狩川,一級,北海道開発局,,8101030090
山根川,石狩川,一級,北海道開発局,,8101030091
富志戸川,石狩川,一級,北海道開発局,,8101030092
長沼炭山川,石狩川,一級,北海道開発局,,8101030093
輪厚川,石狩川,一級,北海道開発局,,8101030094
十線川,石狩川,一級,北海道開発局,,8101030095
中の沢川,石狩川,一級,北海道開発局,,8101030096
島松川,石狩川,一級,北海道開発局,,8101030097
音江別川,石狩川,一級,北海道開発局,,8101030098
柏木川,石狩川,一級,北海道開発局,,8101030099
ルルマップ川,石狩川,一級,北海道開発局,,8101030100
仁井別川,石狩川,一級,北海道開発局,,8101030101
南六号川,石狩川,一級,北海道開発局,,8101030102
南九号川,石狩川,一級,北海道開発局,,8101030103
ウレロッチ川,石狩川,一級,北海道開発局,,8101030495
漁川,石狩川,一級,北海道開発局,,8101030104
茂漁川,石狩川,一級,北海道開発局,,8101030105
イチャンコッペ川,石狩川,一級,北海道開発局,,8101030106
モイチャン川,石狩川,一級,北海道開発局,,8101030107
ラルマナイ川,石狩川,一級,北海道開発局,,8101030108
漁太川,石狩川,一級,北海道開発局,,8101030109
嶮淵川,石狩川,一級,北海道開発局,,8101030110
シーケヌフチ川,石狩川,一級,北海道開発局,,8101030111
長都川,石狩川,一級,北海道開発局,,8101030112
ユカンボシ川,石狩川,一級,北海道開発局,,8101030113
祝梅川,石狩川,一級,北海道開発局,,8101030114
梅川,石狩川,一級,北海道開発局,,8101030115
ママチ川,石狩川,一級,北海道開発局,,8101030116
新ママチ川,石狩川,一級,北海道開発局,,8101030117
内別川,石狩川,一級,北海道開発局,,8101030118
夕張川,石狩川,一級,北海道開発局,,8101030119
豊幌川,石狩川,一級,北海道開発局,,8101030120
幌向川,石狩川,一級,北海道開発局,,8101030121
清真布川,石狩川,一級,北海道開発局,,8101030122
加茂川,石狩川,一級,北海道開発局,,8101030123
佐々木の沢川,石狩川,一級,北海道開発局,,8101030124
最上川,石狩川,一級,北海道開発局,,8101030125
由良川,石狩川,一級,北海道開発局,,8101030126
鈴木の沢川,石狩川,一級,北海道開発局,,8101030127
利根別川,石狩川,一級,北海道開発局,,8101030128
旧幾春別川,石狩川,一級,北海道開発局,,8101030129
南利根別川,石狩川,一級,北海道開発局,,8101030130
東利根別川,石狩川,一級,北海道開発局,,8101030131
東川,石狩川,一級,北海道開発局,,8101030132
ポントネ川,石狩川,一級,北海道開発局,,8101030133
高木川,石狩川,一級,北海道開発局,,8101030134
志文川,石狩川,一級,北海道開発局,,8101030135
茂世丑川,石狩川,一級,北海道開発局,,8101030136
千代谷川,石狩川,一級,北海道開発局,,8101030137
板東川,石狩川,一級,北海道開発局,,8101030138
上幌川,石狩川,一級,北海道開発局,,8101030139
二の沢川,石狩川,一級,北海道開発局,,8101030140
上幌一の沢川,石狩川,一級,北海道開発局,,8101030141
茂世丑保真川,石狩川,一級,北海道開発局,,8101030142
苗川,石狩川,一級,北海道開発局,,8101030143
美流渡一の沢川,石狩川,一級,北海道開発局,,8101030144
マップ川,石狩川,一級,北海道開発局,,8101030145
毛陽川,石狩川,一級,北海道開発局,,8101030146
シコロ沢川,石狩川,一級,北海道開発局,,8101030147
界川,石狩川,一級,北海道開発局,,8101030148
ポンポロムイ川,石狩川,一級,北海道開発局,,8101030149
栗丘川,石狩川,一級,北海道開発局,,8101030150
ハサンベツ川,石狩川,一級,北海道開発局,,8101030151
雨煙別川,石狩川,一級,北海道開発局,,8101030152
ポンウエンベツ川,石狩川,一級,北海道開発局,,8101030153
王子川,石狩川,一級,北海道開発局,,8101030154
昭和川,石狩川,一級,北海道開発局,,8101030155
長谷川の沢川,石狩川,一級,北海道開発局,,8101030156
中の沢川,石狩川,一級,北海道開発局,,8101030157
富士川,石狩川,一級,北海道開発局,,8101030158
ヤリキレナイ川,石狩川,一級,北海道開発局,,8101030159
由仁川,石狩川,一級,北海道開発局,,8101030160
古山川,石狩川,一級,北海道開発局,,8101030161
馬来内川,石狩川,一級,北海道開発局,,8101030496
旧阿野呂川,石狩川,一級,北海道開発局,,8101030162
阿野呂川,石狩川,一級,北海道開発局,,8101030163
ポンアノロ川,石狩川,一級,北海道開発局,,8101030164
富野川,石狩川,一級,北海道開発局,,8101030165
エキモアンルル川,石狩川,一級,北海道開発局,,8101030166
流の沢川,石狩川,一級,北海道開発局,,8101030167
クオーベツ川,石狩川,一級,北海道開発局,,8101030168
ホルカクルキ川,石狩川,一級,北海道開発局,,8101030169
滝沢川,石狩川,一級,北海道開発局,,8101030170
ペンケマヤ川,石狩川,一級,北海道開発局,,8101030171
志幌加別川,石狩川,一級,北海道開発局,,8101030172
清水沢川,石狩川,一級,北海道開発局,,8101030173
ポンポロカベツ川,石狩川,一級,北海道開発局,,8101030174
遠幌加別川,石狩川,一級,北海道開発局,,8101030175
パンケモユーパロ川,石狩川,一級,北海道開発局,,8101030176
ペンケモユーパロ川,石狩川,一級,北海道開発局,,8101030177
カネオペツガワ,石狩川,一級,北海道開発局,,8101030497
白金川,石狩川,一級,北海道開発局,,8101030498
パンケホロカユーパロ川,石狩川,一級,北海道開発局,,8101030178
旧幌向川,石狩川,一級,北海道開発局,,8101030179
ダルミ川,石狩川,一級,北海道開発局,,8101030180
中幌向川,石狩川,一級,北海道開発局,,8101030181
幾春別川,石狩川,一級,北海道開発局,,8101030182
旧美唄川,石狩川,一級,北海道開発局,,8101030195
大願川,石狩川,一級,北海道開発局,,8101030196
第一幹川,石狩川,一級,北海道開発局,,8101030197
二号川,石狩川,一級,北海道開発局,,8101030198
第二幹川,石狩川,一級,北海道開発局,,8101030199
ビバイイクシュンベツ川,石狩川,一級,北海道開発局,,8101030200
ゴクドウ川,石狩川,一級,北海道開発局,,8101030201
一号川,石狩川,一級,北海道開発局,,8101030183
市来知川,石狩川,一級,北海道開発局,,8101030184
志文三の沢川,石狩川,一級,北海道開発局,,8101030185
野々沢川,石狩川,一級,北海道開発局,,8101030186
三笠幌内川,石狩川,一級,北海道開発局,,8101030187
抜羽の沢川,石狩川,一級,北海道開発局,,8101030188
弥生盤の沢川,石狩川,一級,北海道開発局,,8101030189
奔別川,石狩川,一級,北海道開発局,,8101030190
上一の沢川,石狩川,一級,北海道開発局,,8101030191
桂沢盤の沢川,石狩川,一級,北海道開発局,,8101030192
菊面沢川,石狩川,一級,北海道開発局,,8101030193
熊追沢川,石狩川,一級,北海道開発局,,8101030194
須部都川,石狩川,一級,北海道開発局,,8101030202
赤川,石狩川,一級,北海道開発局,,8101030203
支赤川,石狩川,一級,北海道開発局,,8101030204
農場川,石狩川,一級,北海道開発局,,8101030205
北農沢川,石狩川,一級,北海道開発局,,8101030206
モロワ川,石狩川,一級,北海道開発局,,8101030207
中小屋川,石狩川,一級,北海道開発局,,8101030208
美唄川,石狩川,一級,北海道開発局,,8101030209
落合川,石狩川,一級,北海道開発局,,8101030210
美唄滝の沢川,石狩川,一級,北海道開発局,,8101030211
我路沢川,石狩川,一級,北海道開発局,,8101030212
東美唄川,石狩川,一級,北海道開発局,,8101030213
北一の沢川,石狩川,一級,北海道開発局,,8101030214
産化美唄川,石狩川,一級,北海道開発局,,8101030215
奔美唄川,石狩川,一級,北海道開発局,,8101030216
新川,石狩川,一級,北海道開発局,,8101030217
十一号川,石狩川,一級,北海道開発局,,8101030499
札比内川,石狩川,一級,北海道開発局,,8101030218
支札比内川　,石狩川,一級,北海道開発局,,8101030219
トレシップタウシナイ川,石狩川,一級,北海道開発局,,8101030220
ホリタスナイ川,石狩川,一級,北海道開発局,,8101030221
札比内川放水路,石狩川,一級,北海道開発局,,8101030222
晩生内川,石狩川,一級,北海道開発局,,8101030223
札的内川,石狩川,一級,北海道開発局,,8101030224
晩東川,石狩川,一級,北海道開発局,,8101030225
支札的内川　,石狩川,一級,北海道開発局,,8101030226
奈井江川,石狩川,一級,北海道開発局,,8101030227
茶志内川,石狩川,一級,北海道開発局,,8101030228
十四号川,石狩川,一級,北海道開発局,,8101030229
浦臼内川,石狩川,一級,北海道開発局,,8101030230
黄臼内川,石狩川,一級,北海道開発局,,8101030231
滝田川,石狩川,一級,北海道開発局,,8101030232
庄野川,石狩川,一級,北海道開発局,,8101030233
支黄臼内川,石狩川,一級,北海道開発局,,8101030234
藤戸の沢川,石狩川,一級,北海道開発局,,8101030235
豊沼奈江川,石狩川,一級,北海道開発局,,8101030236
旧奈江豊平川,石狩川,一級,北海道開発局,,8101030501
於札内川,石狩川,一級,北海道開発局,,8101030237
樺戸境川,石狩川,一級,北海道開発局,,8101030238
二本松川,石狩川,一級,北海道開発局,,8101030239
支二本松川,石狩川,一級,北海道開発局,,8101030240
越中川,石狩川,一級,北海道開発局,,8101030241
奈江豊平川,石狩川,一級,北海道開発局,,8101030242
南５号川,石狩川,一級,北海道開発局,,8101030500
樺戸川,石狩川,一級,北海道開発局,,8101030243
高田五号線川,石狩川,一級,北海道開発局,,8101030244
パンケ歌志内川,石狩川,一級,北海道開発局,,8101030245
西山沢川,石狩川,一級,北海道開発局,,8101030246
ペンケスナ川,石狩川,一級,北海道開発局,,8101030503
ペンケ歌志内川,石狩川,一級,北海道開発局,,8101030247
北光一の沢川,石狩川,一級,北海道開発局,,8101030248
パンケ歌志内川分水路,石狩川,一級,北海道開発局,,8101030502
歌志内中の沢川,石狩川,一級,北海道開発局,,8101030249
空知川,石狩川,一級,北海道開発局,,8101030250
石山川,石狩川,一級,北海道開発局,,8101030504
幌倉川,石狩川,一級,北海道開発局,,8101030251
ハクシュオモナイ川,石狩川,一級,北海道開発局,,8101030252
吉の川,石狩川,一級,北海道開発局,,8101030253
赤間沢川,石狩川,一級,北海道開発局,,8101030254
ペンケキュプシュナイ川,石狩川,一級,北海道開発局,,8101030255
パンケ幌内川,石狩川,一級,北海道開発局,,8101030256
高根川,石狩川,一級,北海道開発局,,8101030257
辺渓川,石狩川,一級,北海道開発局,,8101030258
中の沢川,石狩川,一級,北海道開発局,,8101030259
盤の沢川,石狩川,一級,北海道開発局,,8101030260
芦別川,石狩川,一級,北海道開発局,,8101030261
六線沢川,石狩川,一級,北海道開発局,,8101030262
キムン芦別川,石狩川,一級,北海道開発局,,8101030263
キムン支水路,石狩川,一級,北海道開発局,,8101030264
栄山川,石狩川,一級,北海道開発局,,8101030265
惣芦別川,石狩川,一級,北海道開発局,,8101030266
芦別水路,石狩川,一級,北海道開発局,,8101030267
野花南川,石狩川,一級,北海道開発局,,8101030268
矢野沢川,石狩川,一級,北海道開発局,,8101030269
奈江川,石狩川,一級,北海道開発局,,8101030270
尻岸馬内川,石狩川,一級,北海道開発局,,8101030271
水車川,石狩川,一級,北海道開発局,,8101030272
富良野川,石狩川,一級,北海道開発局,,8101030273
シブケウシ川,石狩川,一級,北海道開発局,,8101030274
ベベルイ川,石狩川,一級,北海道開発局,,8101030275
ヌッカクシ富良野川,石狩川,一級,北海道開発局,,8101030276
デボツナイ川,石狩川,一級,北海道開発局,,8101030277
ホロベツナイ川,石狩川,一級,北海道開発局,,8101030278
北一号川,石狩川,一級,北海道開発局,,8101030279
東八線川,石狩川,一級,北海道開発局,,8101030280
江幌完別川,石狩川,一級,北海道開発局,,8101030281
エバナマエホロカンベツ川,石狩川,一級,北海道開発局,,8101030282
トラシエホロカンベツ川,石狩川,一級,北海道開発局,,8101030283
ヨシトミ川,石狩川,一級,北海道開発局,,8101030284
コルコニウシベツ川,石狩川,一級,北海道開発局,,8101030505
ピリカ富良野川,石狩川,一級,北海道開発局,,8101030285
湧水の沢川,石狩川,一級,北海道開発局,,8101030286
二線川,石狩川,一級,北海道開発局,,8101030287
布礼別川,石狩川,一級,北海道開発局,,8101030288
布部川,石狩川,一級,北海道開発局,,8101030289
ポン布部川,石狩川,一級,北海道開発局,,8101030290
八線川,石狩川,一級,北海道開発局,,8101030291
滝の沢川,石狩川,一級,北海道開発局,,8101030292
十線川,石狩川,一級,北海道開発局,,8101030293
十二線川,石狩川,一級,北海道開発局,,8101030294
十四線川,石狩川,一級,北海道開発局,,8101030295
十五線川,石狩川,一級,北海道開発局,,8101030296
湧振川,石狩川,一級,北海道開発局,,8101030297
十八線川,石狩川,一級,北海道開発局,,8101030298
紅葉川,石狩川,一級,北海道開発局,,8101030299
山部川,石狩川,一級,北海道開発局,,8101030300
二十五線川,石狩川,一級,北海道開発局,,8101030301
２６線川,石狩川,一級,北海道開発局,,8101030302
